"flag","gender","education","house_val","age","online","customer_psy","marriage","child","occupation","mortgage","house_owner","region","fam_income"
"N","F","2. Some College",0,"5_<=55","N","F","Married","N","Professional","1Low","Owner","South","F"
"N","F","1. HS",321168,"1_Unk","N","A","Single","U","Professional","1Low","Owner","Northeast","F"
"Y","M","4. Grad",567236,"4_<=45","Y","B","Married","Y","Professional","1Low","Owner","South","I"
"Y","M","4. Grad",1129523,"4_<=45","Y","B","Married","N","Professional","2Med","Owner","West","F"
"N","M","4. Grad",141002,"3_<=35","N","A","","U","Professional","1Low","","South","G"
"Y","M","",174400,"1_Unk","Y","F","","U","Others","1Low","Owner","Northeast","G"
"Y","M","3. Bach",506784,"5_<=55","Y","C","Married","Y","Sales/Service","1Low","Owner","South","F"
"Y","F","2. Some College",158202,"4_<=45","Y","C","","U","Professional","2Med","Owner","Northeast","E"
"N","F","3. Bach",2414568,"6_<=65","Y","B","","Y","Blue Collar","3High","Owner","West","J"
"N","M","",0,"3_<=35","N","H","","N","Blue Collar","1Low","","Northeast","U"
"Y","M","2. Some College",632800,"5_<=55","Y","E","Married","U","Sales/Service","1Low","Owner","South","E"
"Y","F","4. Grad",1145808,"5_<=55","Y","B","Married","Y","Professional","3High","Owner","West","L"
"Y","M","3. Bach",0,"5_<=55","Y","E","Married","Y","Professional","1Low","","West","D"
"Y","F","3. Bach",928026,"5_<=55","Y","B","Married","U","Professional","1Low","Owner","West","L"
"N","F","4. Grad",418560,"5_<=55","Y","B","Married","U","Others","2Med","Owner","Northeast","K"
"N","M","4. Grad",319675,"6_<=65","N","B","Married","N","Sales/Service","1Low","Owner","Northeast","K"
"Y","M","1. HS",692695,"4_<=45","Y","C","Married","Y","Blue Collar","3High","Owner","South","J"
"Y","U","4. Grad",858865,"4_<=45","Y","C","","Y","Professional","3High","Owner","West","H"
"Y","F","3. Bach",0,"4_<=45","N","G","Single","N","Professional","1Low","","West","D"
"N","M","1. HS",0,"5_<=55","N","F","Married","Y","Blue Collar","1Low","","Northeast","F"
"Y","U","3. Bach",393708,"1_Unk","N","A","","U","Professional","1Low","","South","F"
"N","M","",363106,"1_Unk","Y","D","","N","Others","2Med","Owner","South","E"
"Y","F","3. Bach",220230,"3_<=35","Y","E","Single","Y","Professional","1Low","Renter","West","E"
"Y","M","2. Some College",0,"1_Unk","N","E","","Y","Blue Collar","1Low","Renter","Midwest","A"
"Y","F","2. Some College",120172,"3_<=35","Y","E","Married","Y","Professional","1Low","Renter","West","D"
"N","M","3. Bach",71680,"1_Unk","N","G","Single","U","Blue Collar","1Low","Renter","South","H"
"N","F","2. Some College",526393,"2_<=25","Y","B","Married","N","Sales/Service","3High","Owner","Northeast","J"
"Y","M","3. Bach",601462,"4_<=45","Y","C","Married","U","Others","1Low","Owner","Northeast","L"
"Y","F","3. Bach",499656,"5_<=55","Y","B","Married","U","Professional","3High","Owner","Midwest","K"
"Y","M","3. Bach",0,"1_Unk","Y","A","Married","N","Professional","1Low","Renter","Northeast","F"
"Y","M","4. Grad",159984,"3_<=35","N","F","Married","U","Blue Collar","1Low","Renter","South","E"
"N","M","1. HS",129404,"7_>65","Y","D","Married","N","Retired","1Low","Owner","Midwest","G"
"Y","F","4. Grad",637366,"5_<=55","Y","C","","N","Professional","1Low","Owner","South","I"
"N","F","2. Some College",0,"5_<=55","N","A","","N","Sales/Service","1Low","","Midwest","H"
"Y","M","1. HS",155390,"7_>65","Y","E","Married","Y","Retired","1Low","Owner","Northeast","F"
"Y","M","2. Some College",284490,"6_<=65","Y","E","Married","N","Others","1Low","Owner","West","F"
"N","F","2. Some College",0,"3_<=35","N","E","Single","Y","Sales/Service","1Low","Renter","West","D"
"Y","M","2. Some College",264325,"4_<=45","Y","D","Single","N","Sales/Service","2Med","Owner","West","C"
"Y","M","4. Grad",131236,"6_<=65","Y","B","","N","Professional","1Low","Owner","Northeast","H"
"N","F","3. Bach",0,"6_<=65","Y","B","Married","U","Sales/Service","1Low","Owner","Northeast","D"
"Y","M","4. Grad",724850,"4_<=45","Y","B","Married","Y","Professional","3High","Owner","South","H"
"Y","M","2. Some College",784800,"2_<=25","Y","B","","Y","Professional","1Low","Owner","West","J"
"N","M","2. Some College",204040,"4_<=45","N","G","Single","U","Blue Collar","1Low","Renter","South","C"
"N","M","3. Bach",481507,"2_<=25","Y","E","","N","Sales/Service","3High","Owner","Northeast","G"
"N","F","1. HS",83715,"6_<=65","Y","I","Married","N","Sales/Service","1Low","Owner","South","F"
"Y","M","1. HS",246100,"5_<=55","Y","B","Married","Y","Sales/Service","1Low","Owner","South","F"
"N","M","1. HS",0,"6_<=65","N","G","","N","Blue Collar","1Low","Renter","Northeast","F"
"N","M","2. Some College",535724,"7_>65","Y","B","Married","U","Sales/Service","1Low","Owner","Midwest","E"
"Y","M","0. <HS",360953,"5_<=55","Y","E","Married","Y","Others","1Low","Owner","Midwest","F"
"Y","M","0. <HS",432621,"1_Unk","N","C","Married","U","Professional","1Low","Owner","South","F"
"N","M","3. Bach",112153,"5_<=55","Y","J","Married","U","Professional","1Low","Owner","South","G"
"N","M","1. HS",0,"5_<=55","Y","I","Married","Y","Blue Collar","1Low","","South","F"
"N","M","3. Bach",123824,"5_<=55","Y","F","Married","U","Others","1Low","Owner","Northeast","E"
"Y","M","4. Grad",288250,"3_<=35","Y","E","","N","Blue Collar","1Low","Owner","Northeast","G"
"Y","F","2. Some College",372660,"3_<=35","Y","B","","N","Professional","2Med","Owner","South","E"
"N","M","2. Some College",0,"6_<=65","N","G","","U","Professional","1Low","Renter","West","H"
"Y","M","",0,"1_Unk","N","U","","0","Others","2Med","","South","U"
"Y","F","4. Grad",773682,"4_<=45","Y","C","Married","Y","Sales/Service","1Low","Renter","South","K"
"N","F","0. <HS",209934,"5_<=55","Y","F","","Y","Professional","1Low","Owner","South","E"
"Y","F","2. Some College",191840,"4_<=45","Y","F","Married","Y","Sales/Service","2Med","Owner","South","E"
"Y","M","4. Grad",273224,"5_<=55","Y","C","Married","U","Professional","2Med","Owner","Midwest","G"
"N","F","3. Bach",617419,"6_<=65","Y","C","Married","Y","Professional","1Low","Owner","West","I"
"Y","M","1. HS",536562,"4_<=45","Y","E","Single","U","Blue Collar","1Low","Renter","West","E"
"Y","M","2. Some College",87200,"6_<=65","Y","D","Married","N","Blue Collar","1Low","Owner","Midwest","B"
"Y","F","0. <HS",304110,"7_>65","Y","E","Married","N","Retired","1Low","Owner","Northeast","G"
"Y","M","3. Bach",222872,"5_<=55","Y","B","Married","Y","Professional","1Low","Owner","Northeast","J"
"N","F","1. HS",150910,"7_>65","N","D","","N","Retired","1Low","Owner","Northeast","D"
"N","M","3. Bach",2000000,"5_<=55","Y","C","","Y","Sales/Service","3High","Owner","West","L"
"Y","M","4. Grad",386176,"5_<=55","Y","E","Married","U","Professional","2Med","Owner","South","F"
"N","M","0. <HS",275376,"1_Unk","N","G","Single","Y","Blue Collar","1Low","Renter","Northeast","A"
"Y","F","2. Some College",152872,"5_<=55","Y","F","Married","Y","Professional","1Low","Owner","South","E"
"N","M","2. Some College",0,"2_<=25","Y","G","","N","Retired","1Low","Renter","South","A"
"Y","M","3. Bach",309015,"7_>65","Y","C","","N","Professional","1Low","Owner","South","I"
"Y","M","3. Bach",466509,"5_<=55","Y","C","Married","Y","Professional","3High","Owner","West","H"
"N","M","2. Some College",423909,"4_<=45","Y","C","Married","Y","Blue Collar","3High","Owner","West","H"
"Y","M","0. <HS",336384,"7_>65","Y","E","Married","N","Retired","2Med","Owner","South","A"
"Y","M","2. Some College",91036,"5_<=55","Y","F","Married","N","Sales/Service","1Low","Owner","Northeast","A"
"N","F","1. HS",274124,"3_<=35","Y","B","Married","U","Sales/Service","1Low","Owner","Midwest","J"
"N","M","1. HS",75210,"4_<=45","Y","I","Single","Y","Blue Collar","1Low","Owner","Northeast","B"
"N","F","1. HS",592000,"7_>65","Y","D","","N","Retired","1Low","Owner","West","A"
"Y","U","3. Bach",110526,"1_Unk","Y","B","","Y","Sales/Service","1Low","Owner","Midwest","D"
"Y","F","2. Some College",115267,"5_<=55","Y","I","Married","N","Others","1Low","Owner","South","D"
"Y","F","3. Bach",398634,"4_<=45","Y","C","Married","Y","Professional","1Low","Owner","Northeast","J"
"Y","M","2. Some College",188842,"4_<=45","Y","C","Married","Y","Sales/Service","1Low","Owner","Northeast","F"
"N","M","2. Some College",127039,"2_<=25","Y","E","","N","Blue Collar","1Low","Owner","South","D"
"N","F","3. Bach",270668,"5_<=55","Y","E","Married","U","Professional","1Low","Owner","South","G"
"Y","F","3. Bach",0,"5_<=55","Y","C","Married","Y","Professional","1Low","Owner","South","E"
"N","F","4. Grad",306039,"5_<=55","Y","F","Single","U","Sales/Service","1Low","Owner","South","F"
"N","F","1. HS",0,"6_<=65","N","I","","N","Retired","1Low","Owner","Midwest","C"
"Y","M","2. Some College",953205,"5_<=55","Y","E","Married","Y","Professional","1Low","Owner","South","C"
"N","M","3. Bach",349535,"4_<=45","N","C","","Y","Professional","1Low","Owner","Midwest","D"
"N","F","1. HS",26735,"1_Unk","Y","J","","U","Blue Collar","1Low","Owner","South","A"
"N","F","2. Some College",96792,"4_<=45","Y","F","Single","U","Blue Collar","1Low","Owner","Midwest","E"
"Y","M","4. Grad",632374,"6_<=65","N","B","Married","N","Professional","1Low","Owner","Northeast","H"
"N","F","1. HS",282233,"1_Unk","N","B","Married","N","Sales/Service","1Low","Owner","South","G"
"Y","M","1. HS",150180,"1_Unk","Y","E","Married","U","Blue Collar","1Low","Renter","South","E"
"Y","M","4. Grad",498903,"1_Unk","Y","C","Married","U","Professional","1Low","Owner","West","H"
"N","F","0. <HS",0,"1_Unk","N","G","Single","Y","Sales/Service","1Low","Renter","Northeast","A"
"Y","F","4. Grad",547460,"6_<=65","Y","B","Married","N","Professional","1Low","Owner","Midwest","J"
"N","F","1. HS",87531,"7_>65","N","D","","N","Retired","1Low","Owner","South","C"
"N","F","3. Bach",1418569,"5_<=55","Y","B","Married","N","Sales/Service","3High","Owner","West","G"
"N","F","1. HS",39828,"4_<=45","Y","G","Married","U","Blue Collar","1Low","Owner","South","B"
"Y","F","2. Some College",158704,"5_<=55","Y","E","","U","Others","1Low","Owner","Northeast","G"
"Y","M","1. HS",144970,"2_<=25","N","G","Married","Y","Blue Collar","1Low","Owner","Northeast","E"
"N","M","4. Grad",1753537,"1_Unk","N","D","Married","U","Professional","1Low","Owner","South","F"
"N","F","4. Grad",520590,"6_<=65","Y","C","","Y","Professional","1Low","Owner","West","K"
"Y","M","4. Grad",322749,"5_<=55","Y","A","Married","Y","Professional","1Low","Renter","South","E"
"N","F","1. HS",571105,"3_<=35","N","C","","U","Professional","2Med","Owner","South","F"
"N","F","2. Some College",367809,"5_<=55","Y","E","Single","U","Retired","1Low","Owner","South","D"
"N","F","0. <HS",321768,"1_Unk","N","F","","Y","Sales/Service","3High","Owner","West","E"
"N","F","2. Some College",0,"6_<=65","Y","J","Married","N","Professional","1Low","Owner","South","D"
"Y","M","0. <HS",378560,"1_Unk","N","E","Single","Y","Blue Collar","1Low","","Northeast","D"
"Y","M","1. HS",288850,"4_<=45","Y","C","Married","Y","Blue Collar","2Med","Owner","West","G"
"N","F","2. Some College",0,"6_<=65","N","F","","Y","Professional","1Low","Renter","Northeast","E"
"Y","M","2. Some College",386055,"5_<=55","Y","C","Married","Y","Professional","3High","Owner","South","J"
"Y","M","4. Grad",225412,"3_<=35","Y","C","Married","Y","Professional","2Med","Owner","Midwest","J"
"Y","M","2. Some College",182064,"3_<=35","Y","F","Single","Y","Blue Collar","1Low","Renter","West","E"
"Y","M","0. <HS",258711,"6_<=65","Y","B","","N","Professional","3High","Owner","South","K"
"N","F","1. HS",128249,"7_>65","N","D","Married","N","Retired","1Low","Owner","Midwest","C"
"Y","M","3. Bach",392563,"5_<=55","Y","C","Married","Y","Professional","2Med","Owner","South","J"
"N","F","0. <HS",446028,"6_<=65","Y","B","","N","Professional","1Low","Owner","South","E"
"Y","F","2. Some College",0,"6_<=65","N","B","","N","Professional","1Low","","South","H"
"N","F","2. Some College",387988,"2_<=25","Y","C","","Y","Sales/Service","3High","Owner","South","E"
"N","U","1. HS",0,"1_Unk","N","G","Single","U","Sales/Service","1Low","Renter","Midwest","D"
"N","F","1. HS",142572,"5_<=55","Y","J","Married","Y","Blue Collar","1Low","Owner","South","E"
"Y","F","2. Some College",808507,"5_<=55","Y","B","Married","Y","Professional","3High","Owner","West","H"
"Y","M","1. HS",417536,"5_<=55","Y","E","Married","Y","Professional","3High","Owner","Northeast","J"
"Y","M","3. Bach",535626,"3_<=35","Y","C","Married","Y","Sales/Service","3High","Owner","West","I"
"N","F","1. HS",0,"5_<=55","N","J","Married","Y","Farm","1Low","Owner","South","F"
"N","M","0. <HS",138321,"1_Unk","Y","E","","Y","Others","1Low","Owner","Midwest","E"
"Y","M","4. Grad",554156,"5_<=55","N","D","Married","N","Professional","1Low","Owner","West","E"
"N","M","3. Bach",232497,"5_<=55","Y","C","Married","Y","Professional","1Low","Owner","South","G"
"Y","M","2. Some College",184166,"5_<=55","Y","B","Single","N","Professional","1Low","","Midwest","F"
"N","M","0. <HS",83712,"5_<=55","Y","G","Single","Y","Blue Collar","1Low","Owner","Midwest","C"
"Y","M","2. Some College",1255680,"5_<=55","Y","C","Married","Y","Professional","3High","Owner","West","J"
"Y","M","3. Bach",655883,"6_<=65","Y","C","Married","Y","Professional","3High","Owner","South","K"
"Y","F","4. Grad",660540,"5_<=55","Y","C","","Y","Professional","2Med","Owner","Northeast","J"
"N","F","3. Bach",591519,"6_<=65","Y","C","Married","Y","Professional","3High","Owner","Midwest","H"
"Y","M","3. Bach",496386,"5_<=55","Y","B","Married","N","Professional","2Med","Owner","Northeast","J"
"Y","M","2. Some College",509438,"2_<=25","Y","C","","U","Professional","3High","Owner","South","L"
"Y","F","3. Bach",190641,"7_>65","Y","I","Single","N","Sales/Service","1Low","Owner","Northeast","C"
"N","F","1. HS",0,"3_<=35","N","G","Single","Y","Sales/Service","1Low","Renter","South","D"
"Y","M","4. Grad",211416,"5_<=55","N","E","Married","U","Blue Collar","2Med","Owner","Midwest","E"
"N","M","3. Bach",0,"4_<=45","Y","A","Married","Y","Professional","1Low","Renter","Midwest","F"
"Y","F","2. Some College",268306,"5_<=55","Y","E","Married","U","Professional","1Low","Renter","South","E"
"Y","M","3. Bach",118319,"6_<=65","Y","F","Married","Y","Sales/Service","1Low","Owner","Northeast","E"
"N","M","3. Bach",511983,"4_<=45","Y","C","","Y","Professional","1Low","Owner","South","J"
"Y","M","2. Some College",356822,"5_<=55","Y","C","Married","Y","Sales/Service","2Med","Owner","South","G"
"Y","M","2. Some College",0,"4_<=45","Y","A","Single","Y","Sales/Service","1Low","Renter","South","E"
"N","M","1. HS",122003,"5_<=55","N","E","Married","U","Professional","1Low","Owner","West","F"
"N","F","2. Some College",92650,"1_Unk","N","G","Married","Y","Others","1Low","Owner","West","D"
"Y","F","1. HS",0,"6_<=65","Y","J","Married","N","Blue Collar","1Low","Owner","Northeast","D"
"Y","M","4. Grad",270167,"5_<=55","Y","C","Married","U","Professional","1Low","Owner","Midwest","K"
"N","M","4. Grad",2000000,"3_<=35","Y","B","Married","U","Professional","3High","Owner","Northeast","B"
"N","F","0. <HS",199470,"1_Unk","Y","E","","U","Professional","2Med","Owner","Midwest","G"
"Y","M","4. Grad",389675,"5_<=55","Y","B","Married","U","Sales/Service","3High","Owner","South","J"
"N","U","3. Bach",136511,"4_<=45","N","F","","Y","Sales/Service","1Low","Renter","West","E"
"Y","M","2. Some College",481740,"2_<=25","Y","C","","Y","Sales/Service","1Low","Owner","Midwest","G"
"N","F","1. HS",141700,"7_>65","Y","D","","N","Retired","1Low","Owner","Midwest","B"
"N","M","1. HS",0,"5_<=55","N","I","Single","U","Blue Collar","1Low","Renter","West","D"
"N","M","1. HS",64353,"6_<=65","Y","I","Single","N","Farm","1Low","Owner","West","A"
"Y","M","2. Some College",0,"7_>65","Y","G","","N","Professional","1Low","","South","D"
"Y","U","3. Bach",0,"4_<=45","Y","G","Single","U","Professional","1Low","Renter","South","E"
"N","F","0. <HS",56898,"4_<=45","N","J","Married","Y","Blue Collar","1Low","Owner","Midwest","C"
"N","M","4. Grad",0,"6_<=65","N","J","","N","Retired","1Low","Owner","South","H"
"Y","F","2. Some College",205431,"5_<=55","Y","I","Married","N","Sales/Service","2Med","Owner","West","E"
"Y","M","2. Some College",0,"7_>65","Y","B","Married","Y","Retired","1Low","","South","F"
"N","F","4. Grad",0,"3_<=35","Y","A","","Y","Sales/Service","1Low","","South","B"
"N","F","0. <HS",0,"1_Unk","N","E","Married","Y","Blue Collar","1Low","Owner","Northeast","E"
"Y","M","4. Grad",1471064,"5_<=55","Y","C","Married","Y","Professional","1Low","Owner","West","L"
"Y","M","4. Grad",455947,"5_<=55","N","E","Married","Y","Sales/Service","2Med","Owner","West","H"
"N","M","1. HS",17709,"4_<=45","N","J","Married","Y","Blue Collar","1Low","Owner","Midwest","C"
"N","F","0. <HS",0,"5_<=55","N","E","","U","Sales/Service","1Low","Renter","South","H"
"Y","M","1. HS",294300,"5_<=55","Y","B","Married","U","Sales/Service","2Med","Owner","Northeast","F"
"N","M","1. HS",225432,"5_<=55","N","G","Married","N","Blue Collar","1Low","Renter","West","A"
"Y","M","1. HS",251397,"6_<=65","Y","B","Married","N","Others","1Low","Owner","South","E"
"Y","U","4. Grad",85020,"1_Unk","N","G","Single","U","Professional","1Low","Owner","South","D"
"Y","M","3. Bach",1158234,"6_<=65","Y","B","Married","N","Professional","1Low","Owner","West","E"
"Y","M","3. Bach",0,"6_<=65","N","B","Married","N","Professional","1Low","Owner","Midwest","F"
"Y","U","2. Some College",0,"7_>65","Y","G","","U","Retired","1Low","Renter","West","C"
"Y","M","0. <HS",190750,"5_<=55","Y","I","Married","U","Professional","1Low","Owner","Northeast","E"
"N","F","1. HS",274198,"4_<=45","Y","E","","Y","Sales/Service","1Low","Renter","South","F"
"Y","M","1. HS",249988,"5_<=55","Y","B","Married","Y","Blue Collar","1Low","Owner","Midwest","F"
"Y","M","2. Some College",246950,"2_<=25","Y","B","","U","Blue Collar","2Med","Owner","Midwest","G"
"N","F","0. <HS",0,"4_<=45","N","G","Married","Y","Blue Collar","1Low","Renter","South","B"
"N","F","2. Some College",0,"6_<=65","N","I","","N","Sales/Service","1Low","Renter","West","D"
"N","M","2. Some College",92960,"3_<=35","N","G","Single","U","Blue Collar","1Low","","West","B"
"Y","M","1. HS",328885,"6_<=65","Y","B","Married","N","Professional","1Low","Owner","Midwest","H"
"N","M","2. Some College",204614,"1_Unk","N","C","","Y","Sales/Service","1Low","Owner","Northeast","E"
